Abbey 2.8.22,Abbey Glp1R LepR 2.8.22,GFF 2.8.22,Chow,2.8.22,,,,,,,
,TSE PhenoMaster V7.9.5 (2021-5214),,,,,,,,,,
Box,Animal No.,Weight [g],Text1,Text2,Text3,,,,,,
1,725,21.5,f,++FF, ,,,,,,
2,995,20.2,f,++FF, ,,,,,,
3,973,22.1,f,G+FFRR, ,,,,,,
4,974,22.5,f,G+FFRR, ,,,,,,
5,975,26.3,F,G+FFRR, ,,,,,,
6,736,30.9,F,G+FFRR, ,,,,,,
7,733,18.1,F,++FFRR, ,,,,,,
8,734,27.2,F,G+FFRR, ,,,,,,
13,735,20.5,F,++FFRR, ,,,,,,
14,970,23.3,M,++FFRR, ,,,,,,
15,971,28.8,m,G+FFRR, ,,,,,,
16,972,21.8,m,++FFRR, ,,,,,,
17,635,23.9,m,G+FFRR, ,,,,,,
18,731,29.4,m,++FFRR, ,,,,,,
19,730,23.1,m,G+FFRR, ,,,,,,
,,,,,,,,,,,
Date Time,Animal No.,Box,VO2(3),VCO2(3),RER,H(3),XT+YT,XA,YA,Drink,Feed1
,,,[ml/h],[ml/h],,[kcal/h],[Cnt],[Cnt],[Cnt],[ml],[g]
2/10/2022 22:04:23,970,14,80,78,0.982,0.401,3623,1444,1271,13.21,10.32
2/10/2022 22:19:22,970,14,77,75,0.968,0.388,2082,1104,288,13.39,10.34
2/10/2022 22:34:22,970,14,90,87,0.97,0.451,1677,540,747,13.52,10.44
2/10/2022 22:49:22,970,14,66,63,0.946,0.331,287,95,96,13.52,10.44
2/10/2022 23:04:22,970,14,57,52,0.907,0.283,108,56,18,13.52,10.44
2/10/2022 23:19:22,970,14,58,57,0.983,0.293,0,0,0,13.53,10.44
2/10/2022 23:34:23,970,14,74,72,0.976,0.372,4207,1985,1234,13.73,10.61
2/10/2022 23:49:23,970,14,96,94,0.984,0.483,4577,2018,1467,13.9,10.72
2/11/2022 0:04:22,970,14,84,84,0.995,0.424,3178,1295,945,14.18,11.12
2/11/2022 0:19:22,970,14,86,85,0.983,0.434,3876,1269,1551,14.39,11.21
2/11/2022 0:34:22,970,14,94,92,0.977,0.474,5114,1838,2079,14.47,11.31
2/11/2022 0:49:22,970,14,79,79,0.991,0.4,3426,1456,1071,14.57,11.46
2/11/2022 1:04:22,970,14,85,81,0.952,0.424,3055,1274,960,14.76,11.86
2/11/2022 1:19:22,970,14,78,73,0.939,0.388,1188,486,235,14.85,11.86
2/11/2022 1:34:22,970,14,74,72,0.966,0.371,257,77,45,14.85,11.86
2/11/2022 1:49:22,970,14,73,70,0.952,0.365,228,170,12,14.85,11.86
2/11/2022 2:04:22,970,14,61,55,0.905,0.3,0,0,0,14.86,11.86
2/11/2022 2:19:22,970,14,53,48,0.899,0.261,3,0,1,14.86,11.86
2/11/2022 2:34:22,970,14,53,46,0.863,0.26,20,0,2,14.86,11.86
2/11/2022 2:49:22,970,14,51,43,0.849,0.248,85,37,9,14.87,11.86
2/11/2022 3:04:22,970,14,52,45,0.854,0.256,25,0,5,14.87,11.86
2/11/2022 3:19:22,970,14,71,67,0.939,0.355,1405,646,383,15.01,12.06
2/11/2022 3:34:22,970,14,73,68,0.936,0.361,2357,766,983,15.29,12.63
2/11/2022 3:49:22,970,14,81,74,0.925,0.4,2218,1223,474,15.39,12.63
2/11/2022 4:04:22,970,14,74,67,0.907,0.366,541,261,23,15.4,12.83
2/11/2022 4:19:22,970,14,61,56,0.922,0.303,343,19,0,15.4,12.83
2/11/2022 4:34:22,970,14,58,52,0.886,0.288,494,250,51,15.4,12.83
2/11/2022 4:49:23,970,14,64,60,0.938,0.319,1384,661,338,15.68,12.86
2/11/2022 5:04:22,970,14,82,77,0.94,0.409,3669,1920,913,15.75,12.9
2/11/2022 5:19:22,970,14,74,68,0.926,0.365,2301,788,834,15.85,12.9
2/11/2022 5:34:22,970,14,74,67,0.91,0.365,700,241,223,15.85,12.9
2/11/2022 5:49:22,970,14,71,64,0.902,0.349,3,0,0,15.86,12.9
2/11/2022 6:04:22,970,14,52,45,0.863,0.256,2,0,0,15.86,12.9
2/11/2022 6:19:23,970,14,47,41,0.858,0.231,273,131,9,15.87,12.9
2/11/2022 6:34:22,970,14,58,52,0.895,0.285,1947,655,871,15.96,12.9
2/11/2022 6:49:22,970,14,64,58,0.904,0.316,635,381,47,15.96,12.9
2/11/2022 7:04:22,970,14,62,56,0.899,0.306,36,19,1,15.96,12.9
2/11/2022 7:19:22,970,14,56,50,0.885,0.276,236,153,28,16.04,12.9
2/11/2022 7:34:22,970,14,50,45,0.897,0.246,1,0,1,16.04,12.9
2/11/2022 7:49:22,970,14,47,39,0.843,0.227,1,0,0,16.04,12.9
2/11/2022 8:04:22,970,14,46,39,0.85,0.226,1,0,0,16.05,12.9
2/11/2022 8:19:22,970,14,42,36,0.838,0.207,0,0,0,16.05,12.9
2/11/2022 8:34:22,970,14,43,36,0.827,0.21,0,0,0,16.05,12.9
2/11/2022 8:49:23,970,14,44,37,0.831,0.215,570,305,136,16.1,12.9
2/11/2022 9:04:22,970,14,67,57,0.852,0.327,2625,1883,99,16.2,12.9
2/11/2022 9:19:22,970,14,65,56,0.869,0.318,356,141,19,16.27,12.9
2/11/2022 9:34:22,970,14,62,54,0.871,0.305,0,0,0,16.27,12.9
2/11/2022 9:49:22,970,14,56,47,0.85,0.271,0,0,0,16.27,12.9
2/11/2022 10:04:23,970,14,42,37,0.86,0.208,0,0,0,16.27,12.9
2/11/2022 10:19:22,970,14,42,36,0.86,0.207,0,0,0,16.27,12.9
2/11/2022 10:34:22,970,14,43,35,0.799,0.209,527,274,31,16.28,12.9
2/11/2022 10:49:23,970,14,61,51,0.845,0.296,209,64,83,16.37,12.9
2/11/2022 11:04:22,970,14,45,38,0.84,0.221,0,0,0,16.37,12.9
2/11/2022 11:19:22,970,14,41,33,0.812,0.196,0,0,0,16.37,12.9
2/11/2022 11:34:22,970,14,42,34,0.806,0.202,0,0,0,16.37,12.9
2/11/2022 11:49:22,970,14,41,33,0.812,0.196,1,0,1,16.37,12.9
2/11/2022 12:04:22,970,14,39,33,0.848,0.192,0,0,0,16.38,12.9
2/11/2022 12:19:22,970,14,45,36,0.809,0.218,21,0,1,16.38,12.9
2/11/2022 12:34:22,970,14,53,42,0.801,0.253,20,0,0,16.38,12.9
2/11/2022 12:49:22,970,14,43,36,0.821,0.211,176,0,0,16.38,12.9
2/11/2022 13:04:23,970,14,43,32,0.745,0.204,103,0,0,16.39,12.9
2/11/2022 13:19:22,970,14,42,32,0.761,0.2,3,0,0,16.39,12.9
2/11/2022 13:34:22,970,14,39,32,0.813,0.19,292,148,17,16.39,12.9
2/11/2022 13:49:22,970,14,57,47,0.825,0.275,510,234,97,16.5,12.9
2/11/2022 14:04:22,970,14,52,42,0.819,0.251,0,0,0,16.5,12.9
2/11/2022 14:19:22,970,14,40,32,0.806,0.192,0,0,0,16.5,12.9
2/11/2022 14:34:22,970,14,41,31,0.766,0.196,0,0,0,16.5,12.9
2/11/2022 14:49:22,970,14,40,30,0.765,0.189,0,0,0,16.5,12.9
2/11/2022 15:04:23,970,14,37,30,0.802,0.18,0,0,0,16.51,12.9
2/11/2022 15:19:22,970,14,41,32,0.801,0.196,0,0,0,16.51,12.9
2/11/2022 15:34:22,970,14,41,31,0.766,0.196,0,0,0,16.51,12.9
2/11/2022 15:49:22,970,14,47,40,0.843,0.229,564,305,10,16.51,12.9
2/11/2022 16:04:22,970,14,72,60,0.826,0.352,2158,1518,38,16.66,12.9
2/11/2022 16:19:22,970,14,49,41,0.836,0.241,0,0,0,16.67,12.9
2/11/2022 16:34:22,970,14,44,36,0.82,0.214,0,0,0,16.67,12.9
2/11/2022 16:49:22,970,14,42,35,0.84,0.204,0,0,0,16.68,12.9
2/11/2022 17:04:23,970,14,45,35,0.783,0.217,0,0,0,16.68,12.9
2/11/2022 17:19:22,970,14,59,52,0.892,0.289,328,234,14,16.68,12.91
2/11/2022 17:34:22,970,14,58,52,0.899,0.284,1475,159,896,16.68,12.91
2/11/2022 17:49:22,970,14,47,38,0.813,0.226,2632,100,1948,16.68,12.91
2/11/2022 18:04:22,970,14,40,34,0.842,0.196,455,3,409,16.68,12.91
2/11/2022 18:19:22,970,14,72,60,0.843,0.349,2249,1421,209,16.86,13.07
2/11/2022 18:34:23,970,14,71,62,0.868,0.348,1588,982,180,17.06,13.26
2/11/2022 18:49:22,970,14,77,69,0.888,0.381,1157,699,121,17.22,13.44
2/11/2022 19:04:22,970,14,70,63,0.903,0.344,108,67,7,17.35,13.46
2/11/2022 19:19:22,970,14,56,51,0.907,0.277,702,236,177,17.45,13.55
2/11/2022 19:34:22,970,14,54,48,0.892,0.265,101,53,16,17.45,13.55
2/11/2022 19:49:22,970,14,53,51,0.946,0.267,1011,441,229,17.65,13.57
2/11/2022 20:04:23,970,14,70,68,0.97,0.35,2129,1227,378,17.87,15.1
2/11/2022 20:19:22,970,14,61,58,0.95,0.307,240,120,13,17.89,15.1
2/11/2022 20:34:22,970,14,57,53,0.929,0.286,89,50,9,17.89,15.1
2/11/2022 20:49:22,970,14,54,51,0.941,0.27,434,295,19,18.01,15.1
2/11/2022 21:04:23,970,14,56,54,0.963,0.279,531,316,65,18.01,15.1
2/11/2022 21:19:22,970,14,62,61,0.984,0.314,302,151,8,18.08,15.1
2/11/2022 21:34:22,970,14,74,70,0.946,0.37,2122,1212,285,18.32,15.1
2/11/2022 21:49:22,970,14,63,62,0.984,0.315,676,212,194,18.32,15.1
2/11/2022 22:04:22,970,14,55,54,0.976,0.278,699,261,90,18.33,15.1
2/11/2022 22:19:22,970,14,71,67,0.949,0.354,3664,1642,1080,18.68,15.1
2/11/2022 22:34:22,970,14,75,74,0.982,0.379,4246,1830,1441,18.87,15.12
2/11/2022 22:49:22,970,14,82,79,0.964,0.412,3519,1758,871,18.97,15.14
2/11/2022 23:04:22,970,14,77,73,0.949,0.386,553,311,72,18.98,15.14
2/11/2022 23:19:23,970,14,60,57,0.958,0.3,161,70,33,19.08,15.14
2/11/2022 23:34:22,970,14,57,53,0.933,0.285,0,0,0,19.09,15.14
2/11/2022 23:49:22,970,14,52,48,0.917,0.257,435,219,75,19.1,15.14
2/12/2022 0:04:22,970,14,73,71,0.982,0.365,2031,870,525,19.34,15.35
2/12/2022 0:19:22,970,14,74,74,0.995,0.373,1993,912,399,19.68,15.81
2/12/2022 0:34:23,970,14,86,82,0.954,0.429,4152,1575,1508,19.84,15.81
2/12/2022 0:49:22,970,14,84,80,0.955,0.419,1655,744,366,19.87,15.81
2/12/2022 1:04:22,970,14,76,73,0.959,0.379,1172,485,240,19.98,15.82
2/12/2022 1:19:22,970,14,72,67,0.929,0.358,290,145,54,19.98,15.87
2/12/2022 1:34:22,970,14,69,65,0.939,0.343,210,87,18,19.98,15.87
2/12/2022 1:49:22,970,14,65,61,0.931,0.324,0,0,0,19.98,15.87
2/12/2022 2:04:23,970,14,46,42,0.904,0.229,0,0,0,19.99,15.87
2/12/2022 2:19:22,970,14,47,43,0.909,0.234,0,0,0,19.99,15.87
2/12/2022 2:34:22,970,14,44,40,0.918,0.218,0,0,0,20,15.87
2/12/2022 2:49:22,970,14,63,60,0.942,0.315,1090,566,129,20.07,15.93
2/12/2022 3:04:22,970,14,71,69,0.97,0.357,1834,1108,155,20.33,16.14
2/12/2022 3:19:22,970,14,68,63,0.928,0.337,73,1,10,20.43,16.15
2/12/2022 3:34:22,970,14,67,61,0.91,0.333,0,0,0,20.43,16.15
2/12/2022 3:49:22,970,14,50,45,0.887,0.248,60,47,0,20.43,16.15
2/12/2022 4:04:22,970,14,61,59,0.958,0.306,1131,494,157,20.53,16.7
2/12/2022 4:19:22,970,14,71,69,0.977,0.356,1397,685,165,20.78,17.27
2/12/2022 4:34:22,970,14,75,73,0.975,0.377,1702,554,450,20.9,17.47
2/12/2022 4:49:22,970,14,72,67,0.922,0.358,970,520,143,20.94,17.49
2/12/2022 5:04:22,970,14,81,76,0.94,0.404,2826,1471,614,21.03,17.49
2/12/2022 5:19:22,970,14,85,77,0.911,0.419,1127,716,46,21.12,17.49
2/12/2022 5:34:22,970,14,78,73,0.937,0.386,604,351,21,21.23,17.52
2/12/2022 5:49:22,970,14,66,59,0.904,0.325,6,2,0,21.23,17.52
2/12/2022 6:04:22,970,14,46,42,0.899,0.228,0,0,0,21.23,17.52
2/12/2022 6:19:22,970,14,45,37,0.809,0.219,0,0,0,21.23,17.52
2/12/2022 6:34:23,970,14,45,37,0.82,0.219,38,35,0,21.23,17.52
2/12/2022 6:49:22,970,14,43,35,0.821,0.207,0,0,0,21.24,17.52
2/12/2022 7:04:23,970,14,37,32,0.853,0.181,0,0,0,21.24,17.52
2/12/2022 7:19:23,970,14,37,31,0.84,0.181,0,0,0,21.24,17.52
2/12/2022 7:34:22,970,14,38,32,0.847,0.185,0,0,0,21.24,17.52
2/12/2022 7:49:22,970,14,40,33,0.812,0.194,4,0,0,21.25,17.52
2/12/2022 8:04:22,970,14,48,39,0.803,0.233,416,215,50,21.25,17.52
2/12/2022 8:19:23,970,14,64,58,0.912,0.316,1042,519,80,21.34,17.52
2/12/2022 8:34:23,970,14,65,59,0.909,0.323,616,346,35,21.4,17.53
2/12/2022 8:49:23,970,14,58,49,0.848,0.284,0,0,0,21.4,17.53
2/12/2022 9:04:23,970,14,40,34,0.83,0.197,0,0,0,21.4,17.53
2/12/2022 9:19:22,970,14,37,30,0.802,0.178,0,0,0,21.41,17.53
2/12/2022 9:34:22,970,14,37,31,0.834,0.18,0,0,0,21.42,17.53
2/12/2022 9:49:22,970,14,42,34,0.817,0.203,0,0,0,21.42,17.53
2/12/2022 10:04:22,970,14,37,30,0.827,0.179,0,0,0,21.42,17.53
2/12/2022 10:19:23,970,14,37,31,0.827,0.18,0,0,0,21.42,17.53
2/12/2022 10:34:22,970,14,38,31,0.827,0.183,0,0,0,21.42,17.53
2/12/2022 10:49:22,970,14,40,32,0.789,0.193,0,0,0,21.43,17.53
2/12/2022 11:04:22,970,14,37,31,0.821,0.181,0,0,0,21.43,17.53
2/12/2022 11:19:22,970,14,37,31,0.821,0.181,0,0,0,21.43,17.53
2/12/2022 11:34:22,970,14,37,30,0.802,0.179,0,0,0,21.43,17.53
2/12/2022 11:49:23,970,14,48,38,0.808,0.23,0,0,0,21.44,17.53
2/12/2022 12:04:22,970,14,40,33,0.824,0.193,0,0,0,21.44,17.53
2/12/2022 12:19:22,970,14,40,31,0.771,0.192,0,0,0,21.44,17.53
2/12/2022 12:34:23,970,14,41,31,0.766,0.195,0,0,0,21.44,17.53
2/12/2022 12:49:22,970,14,41,31,0.743,0.197,0,0,0,21.45,17.53
2/12/2022 13:04:22,970,14,41,31,0.76,0.196,0,0,0,21.46,17.53
2/12/2022 13:19:23,970,14,44,33,0.745,0.21,0,0,0,21.46,17.53
2/12/2022 13:34:22,970,14,46,37,0.809,0.222,756,478,49,21.46,17.53
2/12/2022 13:49:22,970,14,60,52,0.869,0.295,1778,1227,12,21.63,17.53
2/12/2022 14:04:22,970,14,60,53,0.881,0.296,559,293,36,21.68,17.53
2/12/2022 14:19:22,970,14,52,46,0.879,0.255,0,0,0,21.68,17.53
2/12/2022 14:34:22,970,14,44,39,0.901,0.215,0,0,0,21.69,17.53
2/12/2022 14:49:22,970,14,39,34,0.86,0.193,0,0,0,21.69,17.53
2/12/2022 15:04:22,970,14,39,34,0.872,0.192,0,0,0,21.7,17.53
2/12/2022 15:19:22,970,14,40,36,0.903,0.198,0,0,0,21.7,17.53
2/12/2022 15:34:22,970,14,40,35,0.884,0.197,0,0,0,21.7,17.53
2/12/2022 15:49:23,970,14,42,39,0.934,0.207,77,61,1,21.71,17.53
2/12/2022 16:04:22,970,14,62,60,0.977,0.31,1356,856,110,21.84,17.54
2/12/2022 16:19:22,970,14,49,45,0.916,0.243,0,0,0,21.84,17.54
2/12/2022 16:34:23,970,14,42,38,0.9,0.208,0,0,0,21.84,17.54
2/12/2022 16:49:23,970,14,35,31,0.863,0.173,0,0,0,21.84,17.54
2/12/2022 17:04:22,970,14,39,32,0.838,0.189,0,0,0,21.85,17.54
2/12/2022 17:19:22,970,14,39,33,0.851,0.189,0,0,0,21.85,17.54
2/12/2022 17:34:22,970,14,46,41,0.903,0.227,1444,783,209,21.92,17.67
2/12/2022 17:49:22,970,14,60,57,0.958,0.299,48,35,3,21.96,17.67
2/12/2022 18:04:22,970,14,45,42,0.914,0.225,493,296,68,21.97,17.67
2/12/2022 18:19:22,970,14,77,77,0.993,0.389,1777,901,162,22.13,17.89
2/12/2022 18:34:22,970,14,63,62,0.992,0.315,2188,1115,372,22.29,18.06
2/12/2022 18:49:22,970,14,70,68,0.963,0.352,966,478,130,22.46,18.27
2/12/2022 19:04:23,970,14,70,70,0.997,0.355,1749,769,326,22.53,18.3
2/12/2022 19:19:22,970,14,69,69,0.994,0.348,1450,820,170,22.66,18.31
2/12/2022 19:34:22,970,14,61,59,0.954,0.307,145,0,5,22.66,18.31
2/12/2022 19:49:22,970,14,58,56,0.962,0.292,1289,390,392,22.72,18.43
2/12/2022 20:04:22,970,14,52,50,0.96,0.26,267,52,103,22.73,18.44
2/12/2022 20:19:22,970,14,62,63,1.016,0.313,2102,737,718,22.93,18.56
2/12/2022 20:34:22,970,14,69,71,1.026,0.352,3503,1137,1277,23.16,19.12
2/12/2022 20:49:22,970,14,70,71,1.023,0.354,2015,817,674,23.23,19.12
2/12/2022 21:04:23,970,14,82,80,0.985,0.411,2984,1186,1031,23.36,19.12
2/12/2022 21:19:22,970,14,59,58,0.975,0.297,32,1,15,23.37,19.12
2/12/2022 21:34:23,970,14,51,51,0.988,0.258,669,279,174,23.46,19.12
2/12/2022 21:49:22,970,14,65,63,0.979,0.325,1284,580,244,23.72,19.43
2/12/2022 22:04:22,970,14,71,72,1.016,0.358,272,102,56,23.81,19.43
2/12/2022 22:19:22,970,14,60,59,0.991,0.3,10,4,1,23.82,19.43
2/12/2022 22:34:22,970,14,52,53,1.012,0.263,136,76,21,23.85,19.43
2/12/2022 22:49:22,970,14,55,56,1.012,0.279,994,546,192,24.04,19.48
2/12/2022 23:04:22,970,14,75,76,1.02,0.379,1357,915,40,24.27,19.67
2/12/2022 23:19:22,970,14,71,74,1.033,0.363,1560,902,167,24.44,19.88
2/12/2022 23:34:22,970,14,75,76,1.004,0.381,554,283,80,24.54,19.9
2/12/2022 23:49:22,970,14,66,65,0.983,0.331,0,0,0,24.55,19.9
2/13/2022 0:04:22,970,14,63,64,1.012,0.321,921,541,96,24.67,20.33
2/13/2022 0:19:22,970,14,79,78,0.98,0.398,1331,882,105,24.81,20.36
2/13/2022 0:34:22,970,14,74,76,1.03,0.373,1089,695,54,25.01,20.62
2/13/2022 0:49:22,970,14,67,67,1.005,0.336,84,27,0,25.01,20.62
2/13/2022 1:04:22,970,14,52,49,0.946,0.26,0,0,0,25.01,20.62
2/13/2022 1:19:22,970,14,49,45,0.931,0.242,0,0,0,25.01,20.62
2/13/2022 1:34:22,970,14,46,44,0.951,0.23,0,0,0,25.01,20.62
2/13/2022 1:49:23,970,14,50,49,0.975,0.251,119,58,0,25.02,20.62
2/13/2022 2:04:22,970,14,71,69,0.974,0.357,878,517,28,25.24,20.86
2/13/2022 2:19:23,970,14,78,77,0.987,0.393,1117,529,184,25.46,21.07
2/13/2022 2:34:22,970,14,73,71,0.976,0.366,1251,529,371,25.54,21.09
2/13/2022 2:49:22,970,14,69,66,0.964,0.345,8,0,0,25.55,21.09
2/13/2022 3:04:22,970,14,49,44,0.902,0.243,0,0,0,25.55,21.09
2/13/2022 3:19:22,970,14,59,58,0.979,0.298,881,509,62,25.59,21.1
2/13/2022 3:34:23,970,14,59,59,1,0.298,1583,946,126,25.81,21.35
2/13/2022 3:49:22,970,14,68,65,0.953,0.339,330,226,6,25.91,21.63
2/13/2022 4:04:23,970,14,53,48,0.899,0.262,0,0,0,25.92,21.63
2/13/2022 4:19:22,970,14,42,41,0.963,0.213,0,0,0,25.92,21.63
2/13/2022 4:34:22,970,14,43,39,0.906,0.211,0,0,0,25.92,21.63
2/13/2022 4:49:22,970,14,42,40,0.952,0.212,98,57,11,25.92,21.63
2/13/2022 5:04:22,970,14,72,72,0.99,0.365,2121,1390,174,26.16,21.73
2/13/2022 5:19:22,970,14,71,71,1.002,0.357,1214,811,1,26.46,22.33
2/13/2022 5:34:23,970,14,70,69,0.992,0.352,728,349,52,26.53,22.47
2/13/2022 5:49:22,970,14,67,64,0.961,0.335,323,45,0,26.53,22.47
2/13/2022 6:04:22,970,14,58,55,0.946,0.291,280,0,0,26.53,22.47
2/13/2022 6:19:22,970,14,42,38,0.911,0.207,241,0,0,26.53,22.47
2/13/2022 6:34:22,970,14,43,38,0.894,0.21,289,0,0,26.54,22.47
2/13/2022 6:49:23,970,14,40,37,0.933,0.198,337,0,0,26.54,22.47
2/13/2022 7:04:22,970,14,42,39,0.928,0.211,576,154,44,26.62,22.47
2/13/2022 7:19:22,970,14,59,57,0.966,0.294,1530,760,294,26.77,22.47
2/13/2022 7:34:22,970,14,69,65,0.939,0.342,372,228,43,26.78,22.47
2/13/2022 7:49:22,970,14,53,50,0.951,0.264,0,0,0,26.78,22.47
2/13/2022 8:04:22,970,14,40,36,0.915,0.197,11,1,0,26.78,22.47
2/13/2022 8:19:22,970,14,39,33,0.83,0.191,0,0,0,26.78,22.47
2/13/2022 8:34:22,970,14,41,34,0.836,0.197,0,0,0,26.78,22.47
2/13/2022 8:49:22,970,14,76,38,0.497,0.341,0,0,0,26.79,22.47
2/13/2022 9:04:22,970,14,43,34,0.794,0.208,0,0,0,26.79,22.47
2/13/2022 9:19:22,970,14,36,31,0.87,0.176,0,0,0,26.79,22.47
2/13/2022 9:34:22,970,14,35,31,0.877,0.173,0,0,0,26.79,22.47
2/13/2022 9:49:22,970,14,40,33,0.825,0.192,0,0,0,26.8,22.47
2/13/2022 10:04:23,970,14,38,30,0.809,0.181,0,0,0,26.8,22.47
2/13/2022 10:19:23,970,14,52,47,0.9,0.256,296,142,49,26.8,22.47
2/13/2022 10:34:22,970,14,53,49,0.914,0.265,128,61,15,26.9,22.47
2/13/2022 10:49:23,970,14,50,44,0.878,0.246,0,0,0,26.9,22.47
2/13/2022 11:04:22,970,14,36,31,0.877,0.175,0,0,0,26.91,22.47
2/13/2022 11:19:22,970,14,35,31,0.897,0.172,9,1,0,26.91,22.47
2/13/2022 11:34:23,970,14,38,31,0.826,0.184,1,0,0,26.91,22.47
2/13/2022 11:49:22,970,14,40,31,0.789,0.191,0,0,0,26.91,22.47
2/13/2022 12:04:22,970,14,37,30,0.821,0.177,0,0,0,26.93,22.47
2/13/2022 12:19:22,970,14,39,32,0.82,0.19,0,0,0,26.93,22.47
2/13/2022 12:34:22,970,14,44,34,0.773,0.21,0,0,0,26.93,22.47
2/13/2022 12:49:22,970,14,50,43,0.846,0.245,7,3,0,26.93,22.47
2/13/2022 13:04:23,970,14,39,33,0.842,0.192,0,0,0,26.93,22.47
2/13/2022 13:19:22,970,14,40,32,0.789,0.193,0,0,0,26.93,22.47
2/13/2022 13:34:22,970,14,39,32,0.82,0.187,0,0,0,26.93,22.47
2/13/2022 13:49:22,970,14,41,33,0.813,0.196,0,0,0,26.93,22.47
2/13/2022 14:04:22,970,14,37,32,0.847,0.183,0,0,0,26.93,22.47
2/13/2022 14:19:22,970,14,34,30,0.895,0.166,0,0,0,26.93,22.47
2/13/2022 14:34:22,970,14,37,31,0.834,0.182,0,0,0,26.94,22.47
2/13/2022 14:49:22,970,14,35,31,0.877,0.173,0,0,0,26.94,22.47
2/13/2022 15:04:22,970,14,40,35,0.866,0.197,0,0,0,26.94,22.47
2/13/2022 15:19:22,970,14,57,52,0.924,0.281,876,577,47,27.07,22.47
2/13/2022 15:34:22,970,14,58,52,0.892,0.286,0,0,0,27.08,22.47
2/13/2022 15:49:22,970,14,45,41,0.908,0.225,0,0,0,27.08,22.47
2/13/2022 16:04:22,970,14,37,33,0.88,0.182,0,0,0,27.09,22.47
2/13/2022 16:19:22,970,14,37,31,0.847,0.181,0,0,0,27.09,22.47
2/13/2022 16:34:22,970,14,39,32,0.826,0.19,0,0,0,27.09,22.47
2/13/2022 16:49:22,970,14,37,33,0.893,0.181,0,0,0,27.09,22.47
2/13/2022 17:04:23,970,14,58,55,0.938,0.29,485,322,3,27.14,22.47
2/13/2022 17:19:22,970,14,53,48,0.91,0.263,62,45,0,27.16,22.47
2/13/2022 17:34:23,970,14,46,44,0.951,0.231,0,0,0,27.16,22.47
2/13/2022 17:49:22,970,14,41,35,0.857,0.2,0,0,0,27.16,22.47
2/13/2022 18:04:22,970,14,54,51,0.946,0.27,1136,733,99,27.23,22.47
2/13/2022 18:19:22,970,14,63,60,0.958,0.316,1482,637,299,27.45,22.55
2/13/2022 18:34:22,970,14,63,60,0.95,0.315,19,10,1,27.47,22.55
2/13/2022 18:49:22,970,14,56,54,0.955,0.281,1245,709,108,27.62,22.72
2/13/2022 19:04:22,970,14,55,52,0.95,0.274,5,0,2,27.63,22.73
2/13/2022 19:19:22,970,14,73,70,0.956,0.364,2138,969,475,27.77,22.91
2/13/2022 19:34:23,970,14,76,72,0.955,0.378,1162,378,222,28.08,23.17
2/13/2022 19:49:22,970,14,62,60,0.969,0.311,6,0,0,28.09,23.18
2/13/2022 20:04:22,970,14,54,51,0.941,0.271,636,132,183,28.13,23.29
2/13/2022 20:19:22,970,14,67,67,1.011,0.337,1588,934,149,28.41,23.45
2/13/2022 20:34:22,970,14,65,64,0.975,0.328,364,124,63,28.49,23.66
2/13/2022 20:49:23,970,14,56,54,0.981,0.279,0,0,0,28.5,23.66
2/13/2022 21:04:22,970,14,51,52,1.012,0.259,275,50,4,28.5,23.67
2/13/2022 21:19:22,970,14,65,67,1.037,0.33,1336,866,69,28.64,23.67
2/13/2022 21:34:22,970,14,68,71,1.043,0.349,1488,822,172,28.82,23.82
2/13/2022 21:49:22,970,14,72,74,1.032,0.365,1305,474,200,29.09,24.17
2/13/2022 22:04:23,970,14,66,67,1.005,0.335,250,50,69,29.14,24.17
2/13/2022 22:19:23,970,14,55,53,0.959,0.274,14,0,0,29.15,24.17
2/13/2022 22:34:23,970,14,54,53,0.978,0.27,136,47,26,29.23,24.17
2/13/2022 22:49:22,970,14,67,67,1.009,0.338,2709,950,932,29.3,24.37
2/13/2022 23:04:23,970,14,71,74,1.033,0.363,3800,1105,1616,29.52,24.78
2/13/2022 23:19:22,970,14,79,79,1.007,0.398,1621,630,456,29.62,24.81
2/13/2022 23:34:22,970,14,71,74,1.044,0.362,3206,1227,1090,29.82,24.83
2/13/2022 23:49:22,970,14,80,80,1.001,0.402,2681,1230,753,29.96,24.83
2/14/2022 0:04:22,970,14,78,79,1.005,0.396,1518,720,315,30.03,24.83
2/14/2022 0:19:22,970,14,68,68,1.008,0.342,642,251,122,30.14,24.85
2/14/2022 0:34:22,970,14,64,63,0.977,0.322,35,0,0,30.14,24.86
2/14/2022 0:49:22,970,14,47,45,0.972,0.234,46,0,0,30.14,24.86
2/14/2022 1:04:22,970,14,47,46,0.978,0.235,477,276,54,30.14,24.86
2/14/2022 1:19:23,970,14,68,70,1.03,0.344,1970,1076,296,30.23,25.18
2/14/2022 1:34:22,970,14,68,70,1.015,0.347,2253,1260,410,30.37,25.18
2/14/2022 1:49:23,970,14,72,73,1.013,0.365,1568,851,202,30.65,25.55
2/14/2022 2:04:23,970,14,69,69,0.994,0.349,941,329,212,30.75,25.56
2/14/2022 2:19:22,970,14,57,57,0.994,0.288,301,0,0,30.75,25.56
2/14/2022 2:34:22,970,14,47,47,0.987,0.238,175,0,0,30.76,25.56
2/14/2022 2:49:22,970,14,53,53,0.992,0.268,470,257,47,30.76,25.56
