Abbey 2.8.22,Abbey Glp1R LepR 2.8.22,GFF 2.8.22,Chow,2.8.22,,,,,,,
,TSE PhenoMaster V7.9.5 (2021-5214),,,,,,,,,,
Box,Animal No.,Weight [g],Text1,Text2,Text3,,,,,,
1,725,21.5,f,++FF, ,,,,,,
2,995,20.2,f,++FF, ,,,,,,
3,973,22.1,f,G+FFRR, ,,,,,,
4,974,22.5,f,G+FFRR, ,,,,,,
5,975,26.3,F,G+FFRR, ,,,,,,
6,736,30.9,F,G+FFRR, ,,,,,,
7,733,18.1,F,++FFRR, ,,,,,,
8,734,27.2,F,G+FFRR, ,,,,,,
13,735,20.5,F,++FFRR, ,,,,,,
14,970,23.3,M,++FFRR, ,,,,,,
15,971,28.8,m,G+FFRR, ,,,,,,
16,972,21.8,m,++FFRR, ,,,,,,
17,635,23.9,m,G+FFRR, ,,,,,,
18,731,29.4,m,++FFRR, ,,,,,,
19,730,23.1,m,G+FFRR, ,,,,,,
,,,,,,,,,,,
Date Time,Animal No.,Box,VO2(3),VCO2(3),RER,H(3),XT+YT,XA,YA,Drink,Feed1
,,,[ml/h],[ml/h],,[kcal/h],[Cnt],[Cnt],[Cnt],[ml],[g]
2/15/2022 1:19:22,995,2,76,79,1.035,0.387,1786,701,679,53.38,30.63
2/15/2022 1:34:22,995,2,73,75,1.035,0.371,0,0,0,53.45,30.63
2/15/2022 1:49:22,995,2,55,60,1.091,0.285,0,0,0,53.53,30.63
2/15/2022 2:04:22,995,2,46,52,1.126,0.24,0,0,0,53.67,30.63
2/15/2022 2:19:22,995,2,43,50,1.145,0.226,1,0,0,53.75,30.63
2/15/2022 2:34:22,995,2,43,49,1.145,0.224,83,53,18,53.82,30.63
2/15/2022 2:49:22,995,2,45,51,1.115,0.235,0,0,0,53.9,30.63
2/15/2022 3:04:22,995,2,47,51,1.093,0.241,31,5,8,53.98,30.63
2/15/2022 3:19:22,995,2,44,48,1.098,0.225,3,0,0,54.05,30.63
2/15/2022 3:34:23,995,2,43,47,1.074,0.223,10,3,0,54.12,30.63
2/15/2022 3:49:22,995,2,59,60,1.026,0.297,40,2,15,54.19,30.63
2/15/2022 4:04:22,995,2,75,74,0.998,0.376,2307,1553,221,54.24,30.73
2/15/2022 4:19:23,995,2,75,74,0.991,0.375,1802,1214,93,54.3,30.84
2/15/2022 4:34:22,995,2,77,78,1.005,0.391,2382,1194,625,54.45,31.02
2/15/2022 4:49:23,995,2,80,82,1.034,0.405,6599,2898,2305,54.51,31.02
2/15/2022 5:04:22,995,2,82,84,1.025,0.414,4718,2370,1390,54.64,31.08
2/15/2022 5:19:22,995,2,79,80,1.015,0.4,1491,845,223,54.79,31.08
2/15/2022 5:34:22,995,2,72,74,1.034,0.364,2112,835,700,54.91,31.08
2/15/2022 5:49:22,995,2,68,72,1.049,0.348,826,234,292,54.97,31.08
2/15/2022 6:04:23,995,2,69,69,1.009,0.348,465,155,139,55.05,31.08
2/15/2022 6:19:23,995,2,56,60,1.072,0.287,0,0,0,55.12,31.08
2/15/2022 6:34:23,995,2,49,55,1.12,0.253,0,0,0,55.13,31.08
2/15/2022 6:49:22,995,2,41,48,1.166,0.216,0,0,0,55.21,31.08
2/15/2022 7:04:22,995,2,40,44,1.09,0.208,0,0,0,55.29,31.08
2/15/2022 7:19:22,995,2,38,44,1.165,0.196,0,0,0,55.36,31.08
2/15/2022 7:34:23,995,2,41,42,1.04,0.208,0,0,0,55.43,31.08
2/15/2022 7:49:22,995,2,39,42,1.09,0.2,187,84,43,55.44,31.08
2/15/2022 8:04:22,995,2,44,45,1.033,0.222,0,0,0,55.52,31.08
2/15/2022 8:19:22,995,2,39,42,1.063,0.202,0,0,0,55.6,31.08
2/15/2022 8:34:22,995,2,41,42,1.022,0.21,0,0,0,55.6,31.08
2/15/2022 8:49:22,995,2,39,41,1.057,0.2,24,0,11,55.68,31.08
2/15/2022 9:04:22,995,2,54,52,0.955,0.27,373,160,64,55.76,31.08
2/15/2022 9:19:23,995,2,63,58,0.929,0.312,1877,948,389,55.83,31.08
2/15/2022 9:34:22,995,2,63,58,0.917,0.314,738,337,122,55.91,31.08
2/15/2022 9:49:22,995,2,62,60,0.965,0.312,268,85,70,55.93,31.08
2/15/2022 10:04:22,995,2,54,54,1.002,0.27,0,0,0,55.99,31.08
2/15/2022 10:19:22,995,2,43,46,1.073,0.219,0,0,0,56.07,31.08
2/15/2022 10:34:22,995,2,41,43,1.065,0.208,2,1,0,56.14,31.08
2/15/2022 10:49:22,995,2,41,43,1.046,0.208,9,0,0,56.15,31.08
2/15/2022 11:04:22,995,2,41,42,1.022,0.21,1,0,0,56.22,31.08
2/8/2022 10:49:22,973,3,55,44,0.798,0.264,2041,690,777,0.01,0.03
2/8/2022 11:04:22,973,3,72,60,0.829,0.351,1842,681,657,0.01,0.03
2/8/2022 11:19:22,973,3,73,59,0.812,0.353,501,65,164,0.02,0.03
2/8/2022 11:34:23,973,3,63,50,0.787,0.304,119,12,27,0.03,0.03
2/8/2022 11:49:22,973,3,64,51,0.794,0.309,36,0,10,0.04,0.03
2/8/2022 12:04:22,973,3,58,46,0.797,0.278,61,6,19,0.04,0.03
2/8/2022 12:19:22,973,3,56,46,0.819,0.271,64,0,28,0.05,0.03
2/8/2022 12:34:22,973,3,52,42,0.803,0.252,218,7,90,0.05,0.03
2/8/2022 12:49:22,973,3,68,56,0.818,0.331,2233,652,969,0.06,0.03
2/8/2022 13:04:22,973,3,76,63,0.827,0.369,2089,594,868,0.33,0.03
2/8/2022 13:19:22,973,3,72,60,0.827,0.35,715,171,246,0.33,0.03
2/8/2022 13:34:22,973,3,56,45,0.793,0.271,14,0,8,0.33,0.07
2/8/2022 13:49:22,973,3,54,44,0.816,0.263,55,0,18,0.34,0.07
2/8/2022 14:04:22,973,3,49,40,0.819,0.237,35,0,4,0.34,0.07
2/8/2022 14:19:22,973,3,55,43,0.794,0.263,52,0,4,0.35,0.07
2/8/2022 14:34:22,973,3,61,49,0.8,0.296,1376,263,804,0.35,0.07
2/8/2022 14:49:22,973,3,62,50,0.811,0.299,120,1,20,0.36,0.07
2/8/2022 15:04:22,973,3,52,41,0.78,0.251,96,0,19,0.36,0.07
2/8/2022 15:19:22,973,3,51,41,0.799,0.247,39,0,6,0.37,0.07
2/8/2022 15:34:22,973,3,56,46,0.819,0.272,90,0,16,0.37,0.07
2/8/2022 15:49:22,973,3,52,41,0.79,0.248,132,2,46,0.37,0.07
2/8/2022 16:04:22,973,3,70,56,0.803,0.337,2067,218,1081,0.38,0.48
2/8/2022 16:19:22,973,3,69,57,0.833,0.335,1108,178,435,0.38,0.48
2/8/2022 16:34:22,973,3,65,56,0.866,0.317,51,1,10,0.39,0.48
2/8/2022 16:49:22,973,3,52,48,0.913,0.258,156,2,66,0.39,0.49
2/8/2022 17:04:22,973,3,68,66,0.959,0.342,298,5,109,0.4,0.49
2/8/2022 17:19:22,973,3,60,56,0.924,0.3,265,25,86,0.41,0.49
2/8/2022 17:34:23,973,3,57,54,0.946,0.286,1564,199,775,0.41,0.5
2/8/2022 17:49:22,973,3,67,63,0.937,0.332,1438,224,701,0.7,0.51
2/8/2022 18:04:22,973,3,78,74,0.953,0.39,2972,860,1331,0.82,0.52
2/8/2022 18:19:22,973,3,79,74,0.94,0.394,4514,1681,1847,0.9,0.58
2/8/2022 18:34:22,973,3,83,78,0.937,0.414,4936,1929,1951,1.07,0.65
2/8/2022 18:49:22,973,3,91,86,0.945,0.454,3532,1448,1194,1.08,0.73
2/8/2022 19:04:22,973,3,82,79,0.955,0.412,5294,2152,2050,1.22,0.78
2/8/2022 19:19:22,973,3,88,84,0.957,0.44,3269,841,1626,1.23,0.99
2/8/2022 19:34:22,973,3,87,82,0.949,0.433,3188,1098,1223,1.67,1.06
2/8/2022 19:49:22,973,3,82,80,0.97,0.413,3337,947,1474,1.85,1.33
2/8/2022 20:04:22,973,3,82,78,0.949,0.408,2508,819,976,2.02,1.36
2/8/2022 20:19:22,973,3,74,70,0.944,0.369,67,16,10,2.02,1.36
2/8/2022 20:34:22,973,3,59,57,0.967,0.293,36,4,8,2.02,1.36
2/8/2022 20:49:22,973,3,57,56,0.977,0.286,681,238,138,2.02,1.36
2/8/2022 21:04:22,973,3,73,73,0.998,0.368,3140,763,1562,2.16,1.51
2/8/2022 21:19:22,973,3,77,77,0.995,0.388,3847,1201,1723,2.37,1.67
2/8/2022 21:34:22,973,3,79,79,0.995,0.399,3440,850,1817,2.7,1.88
2/8/2022 21:49:22,973,3,80,79,0.991,0.401,2070,493,882,2.79,1.94
2/8/2022 22:04:23,973,3,79,80,1.013,0.402,2178,579,882,3.05,2.73
2/8/2022 22:19:22,973,3,85,83,0.981,0.427,1673,510,623,3.17,2.73
2/8/2022 22:34:22,973,3,87,85,0.974,0.436,2115,330,1370,3.19,2.73
2/8/2022 22:49:23,973,3,79,76,0.962,0.396,602,252,142,3.31,2.99
2/8/2022 23:04:23,973,3,62,59,0.953,0.312,11,0,0,3.32,2.99
2/8/2022 23:19:22,973,3,60,58,0.962,0.302,20,0,6,3.32,2.99
2/8/2022 23:34:23,973,3,54,52,0.96,0.272,7,0,1,3.33,2.99
2/8/2022 23:49:23,973,3,53,53,0.995,0.269,7,0,2,3.33,2.99
2/9/2022 0:04:22,973,3,64,63,0.985,0.32,367,69,147,3.34,2.99
2/9/2022 0:19:22,973,3,66,66,0.989,0.333,1183,213,597,3.34,2.99
2/9/2022 0:34:22,973,3,76,76,1.002,0.384,1755,273,1005,3.68,3.14
2/9/2022 0:49:22,973,3,83,84,1.012,0.419,1963,411,987,3.89,3.48
2/9/2022 1:04:22,973,3,81,79,0.97,0.408,1393,221,738,4.03,3.71
2/9/2022 1:19:22,973,3,84,84,0.994,0.424,1405,344,637,4.35,4.47
2/9/2022 1:34:22,973,3,83,82,0.986,0.42,1628,414,741,4.37,4.47
2/9/2022 1:49:22,973,3,89,86,0.974,0.445,1972,620,729,4.53,5.01
2/9/2022 2:04:22,973,3,74,71,0.954,0.372,176,29,32,4.53,5.01
2/9/2022 2:19:23,973,3,67,65,0.962,0.338,11,1,0,4.53,5.01
2/9/2022 2:34:22,973,3,57,55,0.968,0.285,7,0,1,4.53,5.01
2/9/2022 2:49:22,973,3,54,52,0.96,0.271,189,59,32,4.53,5.01
2/9/2022 3:04:22,973,3,68,65,0.962,0.339,1096,267,493,4.64,5.06
2/9/2022 3:19:22,973,3,72,69,0.962,0.359,1620,422,690,4.86,5.2
2/9/2022 3:34:23,973,3,75,73,0.97,0.377,2504,705,1185,5.08,6.76
2/9/2022 3:49:23,973,3,82,80,0.97,0.411,2228,376,1216,5.1,7.02
2/9/2022 4:04:22,973,3,80,78,0.984,0.4,1634,587,549,5.31,7.28
2/9/2022 4:19:22,973,3,80,76,0.949,0.4,1287,234,574,5.5,7.44
2/9/2022 4:34:22,973,3,80,77,0.959,0.4,2581,1021,910,5.62,7.44
2/9/2022 4:49:22,973,3,79,76,0.965,0.396,1159,205,512,5.71,7.7
2/9/2022 5:04:22,973,3,83,80,0.96,0.416,3367,1274,1284,5.76,7.75
2/9/2022 5:19:22,973,3,84,81,0.964,0.42,2233,702,803,5.82,7.97
2/9/2022 5:34:22,973,3,77,74,0.966,0.383,1215,298,490,5.86,7.97
2/9/2022 5:49:22,973,3,78,75,0.963,0.391,1844,803,516,5.86,8.12
2/9/2022 6:04:23,973,3,76,74,0.963,0.382,642,311,92,5.95,8.12
2/9/2022 6:19:22,973,3,77,73,0.959,0.383,32,0,0,5.95,8.12
2/9/2022 6:34:22,973,3,71,67,0.944,0.355,416,153,116,5.96,8.12
2/9/2022 6:49:22,973,3,69,65,0.951,0.344,538,200,104,5.96,8.18
2/9/2022 7:04:22,973,3,59,56,0.95,0.293,0,0,0,5.96,8.18
2/9/2022 7:19:22,973,3,53,52,0.974,0.267,0,0,0,5.97,8.18
2/9/2022 7:34:22,973,3,50,48,0.956,0.25,0,0,0,5.97,8.18
2/9/2022 7:49:22,973,3,51,48,0.956,0.253,0,0,0,5.98,8.18
2/9/2022 8:04:22,973,3,50,45,0.912,0.246,0,0,0,5.98,8.18
2/9/2022 8:19:22,973,3,54,49,0.894,0.268,0,0,0,5.98,8.18
2/9/2022 8:34:23,973,3,54,49,0.923,0.266,0,0,0,5.98,8.18
2/9/2022 8:49:22,973,3,54,50,0.927,0.268,0,0,0,5.99,8.18
2/9/2022 9:04:23,973,3,53,46,0.88,0.259,176,111,26,5.99,8.31
2/9/2022 9:19:22,973,3,51,45,0.887,0.249,0,0,0,5.99,8.31
2/9/2022 9:34:22,973,3,52,45,0.862,0.254,1,0,1,5.99,8.31
2/9/2022 9:49:23,973,3,51,43,0.85,0.25,2,0,0,6,8.31
2/9/2022 10:04:23,973,3,48,42,0.873,0.233,4,0,1,6,8.31
2/9/2022 10:19:22,973,3,48,42,0.865,0.235,16,0,1,6,8.31
2/9/2022 10:34:22,973,3,45,40,0.893,0.222,77,30,30,6,8.31
2/9/2022 10:49:22,973,3,68,59,0.87,0.331,659,327,101,6.02,8.31
2/9/2022 11:04:23,973,3,65,60,0.914,0.323,407,204,57,6.02,8.86
2/9/2022 11:19:22,973,3,65,59,0.91,0.323,3,0,0,6.02,8.86
2/9/2022 11:34:22,973,3,51,46,0.908,0.252,1,0,0,6.02,8.86
2/9/2022 11:49:22,973,3,51,45,0.892,0.249,3,0,1,6.02,8.86
2/9/2022 12:04:23,973,3,52,44,0.841,0.254,0,0,0,6.02,8.86
2/9/2022 12:19:22,973,3,48,41,0.85,0.236,0,0,0,6.03,8.86
2/9/2022 12:34:22,973,3,54,48,0.891,0.267,113,76,10,6.03,8.86
2/9/2022 12:49:22,973,3,54,48,0.882,0.268,0,0,0,6.03,8.86
2/9/2022 13:04:22,973,3,51,42,0.819,0.248,0,0,0,6.03,8.86
2/9/2022 13:19:22,973,3,51,42,0.83,0.246,0,0,0,6.03,8.86
2/9/2022 13:34:22,973,3,50,42,0.848,0.242,0,0,0,6.03,8.86
2/9/2022 13:49:22,973,3,46,38,0.818,0.225,0,0,0,6.04,8.86
2/9/2022 14:04:23,973,3,45,39,0.866,0.222,0,0,0,6.04,8.86
2/9/2022 14:19:22,973,3,46,39,0.855,0.225,0,0,0,6.05,8.86
2/9/2022 14:34:22,973,3,51,42,0.819,0.246,0,0,0,6.05,8.86
2/9/2022 14:49:22,973,3,52,44,0.836,0.254,168,97,5,6.05,8.86
2/9/2022 15:04:23,973,3,64,58,0.898,0.318,665,377,98,6.16,8.86
2/9/2022 15:19:22,973,3,64,58,0.905,0.317,0,0,0,6.17,8.86
2/9/2022 15:34:23,973,3,52,47,0.903,0.259,0,0,0,6.17,8.86
2/9/2022 15:49:22,973,3,48,41,0.868,0.233,0,0,0,6.18,8.86
2/9/2022 16:04:22,973,3,48,40,0.827,0.235,0,0,0,6.18,8.86
2/9/2022 16:19:23,973,3,44,38,0.869,0.217,0,0,0,6.18,8.86
2/9/2022 16:34:22,973,3,45,39,0.85,0.222,0,0,0,6.18,8.86
2/9/2022 16:49:22,973,3,59,53,0.898,0.293,102,51,9,6.23,8.86
2/9/2022 17:04:22,973,3,54,51,0.951,0.268,6,0,2,6.28,8.86
2/9/2022 17:19:22,973,3,54,49,0.914,0.266,0,0,0,6.28,8.86
2/9/2022 17:34:23,973,3,52,47,0.908,0.258,1,0,0,6.28,8.86
2/9/2022 17:49:22,973,3,56,54,0.958,0.282,665,143,255,6.46,8.86
2/9/2022 18:04:22,973,3,68,64,0.944,0.339,305,76,37,6.53,8.86
2/9/2022 18:19:22,973,3,71,68,0.961,0.354,2109,1303,245,6.67,8.86
2/9/2022 18:34:22,973,3,76,73,0.966,0.381,1537,852,246,6.79,8.86
2/9/2022 18:49:22,973,3,79,78,0.991,0.398,1399,762,253,6.98,8.86
2/9/2022 19:04:22,973,3,77,76,0.991,0.386,623,320,131,7.03,10.02
2/9/2022 19:19:23,973,3,82,78,0.962,0.408,1994,928,530,7.2,10.02
2/9/2022 19:34:22,973,3,80,81,1.002,0.406,597,85,204,7.2,10.02
2/9/2022 19:49:22,973,3,69,68,0.981,0.347,67,2,15,7.2,10.02
2/9/2022 20:04:22,973,3,60,60,1.009,0.302,419,92,142,7.21,10.02
2/9/2022 20:19:22,973,3,66,65,0.985,0.334,1558,712,393,7.34,10.02
2/9/2022 20:34:22,973,3,78,80,1.025,0.394,940,456,178,7.48,10.02
2/9/2022 20:49:23,973,3,86,87,1.004,0.437,2823,1095,1026,7.75,10.02
2/9/2022 21:04:23,973,3,84,84,0.996,0.425,1136,325,482,7.87,10.02
2/9/2022 21:19:23,973,3,85,84,0.99,0.427,561,138,185,7.98,10.02
2/9/2022 21:34:23,973,3,75,74,0.988,0.375,81,0,42,7.98,10.02
2/9/2022 21:49:22,973,3,63,61,0.973,0.316,44,0,15,7.98,10.02
2/9/2022 22:04:22,973,3,76,72,0.96,0.378,797,244,290,8.03,10.02
2/9/2022 22:19:23,973,3,74,75,1.016,0.372,1491,529,542,8.26,10.02
2/9/2022 22:34:23,973,3,80,81,1.014,0.407,1992,684,807,8.49,10.06
2/9/2022 22:49:22,973,3,81,80,0.986,0.409,1328,172,709,8.5,10.06
2/9/2022 23:04:22,973,3,83,83,1.002,0.419,1330,416,479,8.8,10.08
2/9/2022 23:19:22,973,3,84,85,1.012,0.424,862,237,319,8.82,10.1
2/9/2022 23:34:22,973,3,82,81,0.994,0.411,1544,418,639,8.95,10.77
2/9/2022 23:49:22,973,3,82,84,1.023,0.415,1936,752,634,9.07,10.91
2/10/2022 0:04:22,973,3,73,75,1.022,0.373,90,2,41,9.07,10.91
2/10/2022 0:19:22,973,3,69,69,0.995,0.348,4,0,1,9.07,10.91
2/10/2022 0:34:22,973,3,56,58,1.04,0.284,5,0,4,9.08,10.91
2/10/2022 0:49:22,973,3,52,52,0.998,0.263,5,0,1,9.08,10.91
2/10/2022 1:04:22,973,3,59,58,0.983,0.295,375,185,94,9.09,10.91
2/10/2022 1:19:22,973,3,66,66,1.014,0.332,1165,592,204,9.25,11.26
2/10/2022 1:34:22,973,3,76,79,1.047,0.385,1366,361,512,9.51,11.26
2/10/2022 1:49:22,973,3,84,86,1.026,0.426,1584,532,554,9.78,11.56
2/10/2022 2:04:22,973,3,87,87,1.004,0.439,1289,264,577,9.79,11.56
2/10/2022 2:19:22,973,3,81,83,1.022,0.413,2006,814,642,10.1,11.56
2/10/2022 2:34:22,973,3,86,86,1.004,0.435,1047,218,379,10.15,11.86
2/10/2022 2:49:22,973,3,72,71,0.993,0.36,62,2,22,10.16,11.86
2/10/2022 3:04:22,973,3,57,60,1.046,0.29,63,0,9,10.16,11.86
2/10/2022 3:19:22,973,3,58,59,1.011,0.295,90,3,30,10.16,11.86
2/10/2022 3:34:22,973,3,62,65,1.051,0.318,1056,405,289,10.23,12.12
2/10/2022 3:49:22,973,3,68,70,1.027,0.347,1464,563,435,10.49,12.13
2/10/2022 4:04:22,973,3,71,73,1.037,0.36,747,184,218,10.59,12.13
2/10/2022 4:19:22,973,3,75,78,1.03,0.382,1869,405,819,10.72,12.15
2/10/2022 4:34:22,973,3,82,84,1.029,0.417,1848,606,691,10.89,12.46
2/10/2022 4:49:22,973,3,90,95,1.055,0.46,2714,1057,972,11.05,13.13
2/10/2022 5:04:22,973,3,88,89,1.008,0.444,1947,553,824,11.11,13.13
2/10/2022 5:19:22,973,3,83,85,1.02,0.421,1064,390,224,11.12,13.13
2/10/2022 5:34:22,973,3,79,80,1.015,0.4,710,269,132,11.22,13.13
2/10/2022 5:49:22,973,3,78,80,1.028,0.397,1196,624,212,11.23,13.13
2/10/2022 6:04:22,973,3,76,76,0.993,0.384,144,92,9,11.23,13.13
2/10/2022 6:19:22,973,3,73,72,0.988,0.368,0,0,0,11.23,13.3
2/10/2022 6:34:22,973,3,59,56,0.963,0.294,0,0,0,11.23,13.3
2/10/2022 6:49:22,973,3,52,51,0.98,0.26,0,0,0,11.24,13.3
2/10/2022 7:04:22,973,3,46,47,1.011,0.235,0,0,0,11.24,13.3
2/10/2022 7:19:22,973,3,49,49,1.003,0.249,0,0,0,11.25,13.3
2/10/2022 7:34:22,973,3,49,47,0.957,0.243,0,0,0,11.25,13.3
2/10/2022 7:49:22,973,3,49,47,0.968,0.244,0,0,0,11.26,13.3
2/10/2022 8:04:23,973,3,49,45,0.921,0.243,0,0,0,11.26,13.3
2/10/2022 8:19:23,973,3,48,45,0.947,0.238,0,0,0,11.26,13.3
2/10/2022 8:34:22,973,3,59,52,0.894,0.288,267,189,22,11.27,13.3
2/10/2022 8:49:22,973,3,53,51,0.961,0.264,0,0,0,11.27,13.3
2/10/2022 9:04:22,973,3,48,44,0.921,0.239,0,0,0,11.27,13.3
2/10/2022 9:19:22,973,3,48,45,0.947,0.239,0,0,0,11.27,13.3
2/10/2022 9:34:23,973,3,43,40,0.937,0.213,0,0,0,11.27,13.3
2/10/2022 9:49:22,973,3,46,42,0.91,0.227,2,0,1,11.27,13.3
2/10/2022 10:04:22,973,3,49,45,0.927,0.243,0,0,0,11.28,13.3
2/10/2022 10:19:22,973,3,48,44,0.932,0.236,0,0,0,11.28,13.3
2/10/2022 10:34:22,973,3,47,43,0.915,0.233,1,0,0,11.28,13.3
2/10/2022 10:49:22,973,3,46,42,0.894,0.229,0,0,0,11.29,13.3
2/10/2022 11:04:23,973,3,47,41,0.858,0.232,0,0,0,11.29,13.3
2/10/2022 11:19:22,973,3,50,45,0.89,0.248,0,0,0,11.29,13.3
2/10/2022 11:34:23,973,3,48,43,0.894,0.235,0,0,0,11.29,13.3
2/10/2022 11:49:22,973,3,50,46,0.908,0.249,0,0,0,11.29,13.3
2/10/2022 12:04:22,973,3,55,49,0.891,0.27,205,157,6,11.3,13.3
2/10/2022 12:19:22,973,3,64,55,0.861,0.311,348,194,56,11.31,13.59
2/10/2022 12:34:23,973,3,62,56,0.909,0.307,40,2,13,11.31,13.73
2/10/2022 12:49:22,973,3,56,47,0.85,0.273,0,0,0,11.31,13.73
2/10/2022 13:04:22,973,3,57,50,0.877,0.278,0,0,0,11.31,13.73
2/10/2022 13:19:22,973,3,52,47,0.912,0.256,0,0,0,11.31,13.75
2/10/2022 13:34:23,973,3,51,44,0.86,0.251,0,0,0,11.32,13.75
2/10/2022 13:49:22,973,3,48,43,0.885,0.237,0,0,0,11.32,13.75
2/10/2022 14:04:22,973,3,48,42,0.87,0.238,0,0,0,11.32,13.87
2/10/2022 14:19:22,973,3,49,43,0.88,0.241,0,0,0,11.33,13.87
2/10/2022 14:34:22,973,3,48,42,0.865,0.236,0,0,0,11.33,13.87
2/10/2022 14:49:22,973,3,51,44,0.86,0.251,0,0,0,11.34,13.87
2/10/2022 15:04:23,973,3,58,50,0.872,0.284,198,130,21,11.37,13.87
2/10/2022 15:19:22,973,3,58,52,0.899,0.288,0,0,0,11.37,14
2/10/2022 15:34:22,973,3,51,45,0.877,0.25,0,0,0,11.38,14
2/10/2022 15:49:23,973,3,52,45,0.869,0.253,2,0,0,11.39,14
2/10/2022 16:04:22,973,3,47,40,0.837,0.231,1,0,0,11.39,14
2/10/2022 16:19:23,973,3,45,40,0.887,0.221,0,0,0,11.39,14
2/10/2022 16:34:23,973,3,50,42,0.845,0.244,58,41,2,11.39,14.07
2/10/2022 16:49:22,973,3,66,58,0.868,0.325,165,100,20,11.42,14.07
2/10/2022 17:04:22,973,3,58,51,0.881,0.286,12,0,3,11.42,14.07
2/10/2022 17:19:23,973,3,51,46,0.912,0.251,0,0,0,11.43,14.07
2/10/2022 17:34:22,973,3,49,45,0.921,0.241,11,0,2,11.44,14.07
2/10/2022 17:49:22,973,3,63,56,0.893,0.31,87,52,11,11.47,14.5
2/10/2022 18:04:23,973,3,62,59,0.961,0.309,1331,931,111,11.57,14.5
2/10/2022 18:19:22,973,3,76,74,0.981,0.379,2014,1289,136,11.71,14.5
2/10/2022 18:34:22,973,3,80,80,0.989,0.405,1103,584,86,11.89,14.5
2/10/2022 18:49:23,973,3,77,76,0.988,0.39,2384,898,806,11.94,14.5
2/10/2022 19:04:23,973,3,76,80,1.048,0.388,1366,316,595,12.17,14.5
2/10/2022 19:19:22,973,3,80,82,1.018,0.407,366,76,121,12.17,14.5
2/10/2022 19:34:23,973,3,80,81,1.015,0.405,1863,505,667,12.31,14.5
2/10/2022 19:49:23,973,3,74,75,1.011,0.373,431,205,52,12.35,14.5
2/10/2022 20:04:22,973,3,60,59,0.99,0.301,21,3,4,12.35,14.5
2/10/2022 20:19:22,973,3,59,61,1.035,0.301,706,336,107,12.35,14.5
2/10/2022 20:34:23,973,3,74,76,1.03,0.376,1126,525,208,12.64,14.5
2/10/2022 20:49:22,973,3,79,81,1.03,0.399,1097,724,105,12.74,14.5
2/10/2022 21:04:22,973,3,63,64,1.012,0.318,12,4,0,12.74,14.5
2/10/2022 21:19:22,973,3,62,64,1.034,0.316,282,181,2,12.75,14.5
2/10/2022 21:34:22,973,3,70,70,0.997,0.355,657,423,55,12.85,14.5
2/10/2022 21:49:22,973,3,73,75,1.029,0.372,1368,671,224,12.93,14.81
2/10/2022 22:04:23,973,3,76,78,1.035,0.385,988,475,157,13.11,14.81
2/10/2022 22:19:22,973,3,78,82,1.049,0.399,778,335,122,13.18,15.27
2/10/2022 22:34:22,973,3,79,79,1.003,0.4,1280,547,302,13.37,15.27
2/10/2022 22:49:22,973,3,79,81,1.033,0.399,613,245,113,13.58,15.49
2/10/2022 23:04:22,973,3,79,80,1.015,0.4,803,361,178,13.65,15.52
2/10/2022 23:19:22,973,3,81,84,1.041,0.412,624,147,165,13.71,15.52
2/10/2022 23:34:23,973,3,73,74,1.018,0.37,339,14,1,13.71,15.55
2/10/2022 23:49:23,973,3,65,67,1.033,0.328,313,0,1,13.72,15.59
2/11/2022 0:04:22,973,3,70,71,1.02,0.354,430,67,12,13.72,15.76
2/11/2022 0:19:22,973,3,71,73,1.032,0.36,1152,587,198,13.9,15.93
2/11/2022 0:34:22,973,3,71,74,1.04,0.36,1131,514,253,14.11,16.23
2/11/2022 0:49:22,973,3,84,83,0.996,0.422,1535,568,488,14.15,16.27
2/11/2022 1:04:22,973,3,83,83,1.011,0.418,972,273,294,14.35,16.89
2/11/2022 1:19:22,973,3,79,81,1.036,0.399,1715,652,521,14.55,17.65
2/11/2022 1:34:22,973,3,78,79,1.005,0.395,77,0,10,14.55,17.78
2/11/2022 1:49:22,973,3,63,64,1.008,0.321,27,0,4,14.55,17.78
2/11/2022 2:04:22,973,3,71,73,1.031,0.362,214,107,12,14.55,17.78
2/11/2022 2:19:22,973,3,69,69,0.992,0.348,874,343,200,14.66,18.01
2/11/2022 2:34:22,973,3,79,79,0.997,0.398,1756,868,367,14.79,18.67
2/11/2022 2:49:22,973,3,82,83,1.008,0.415,1596,780,327,15.01,18.9
2/11/2022 3:04:22,973,3,82,83,1.006,0.417,1143,268,408,15.13,18.9
2/11/2022 3:19:22,973,3,81,82,1.022,0.409,1638,778,346,15.27,19.26
2/11/2022 3:34:22,973,3,85,88,1.031,0.433,737,377,78,15.36,19.62
2/11/2022 3:49:22,973,3,82,83,1.014,0.415,1622,745,403,15.52,19.64
2/11/2022 4:04:22,973,3,76,77,1.015,0.384,1222,303,501,15.58,19.94
2/11/2022 4:19:22,973,3,77,79,1.02,0.392,1652,341,680,15.78,20.26
2/11/2022 4:34:22,973,3,82,82,0.999,0.415,1472,410,564,15.85,20.26
2/11/2022 4:49:23,973,3,82,82,0.998,0.415,1078,420,342,15.93,20.62
2/11/2022 5:04:22,973,3,80,81,1.017,0.405,2326,1094,578,16.02,20.79
2/11/2022 5:19:22,973,3,89,89,1.007,0.448,2688,767,1195,16.03,20.79
2/11/2022 5:34:22,973,3,85,85,1.004,0.429,2481,683,1018,16.18,20.79
